PointId,ZoneId,Latitude,Longitude,PointType,Name,IsPickupAllowed,IsDropoffAllowed
1,1,34.769883,32.428529,S,Station 1,1,1
2,1,34.818960,32.450298,S,Station 2,1,1
3,1,34.782499,32.466678,S,Station 3,1,1
4,1,34.804381,32.479581,S,Station 4,1,1
5,1,34.793586,32.440565,S,Station 5,1,1
6,1,34.825602,32.425514,S,Station 6,1,1
7,1,34.802698,32.417819,S,Station 7,1,1
8,1,34.827010,32.470951,S,Station 8,1,1
9,1,34.847179,32.416826,B,Bridge 1,0,0
10,1,34.805094,32.488678,B,Bridge 2,0,0
11,2,34.828020,32.609512,S,Station 1,1,1
12,2,34.696033,32.609420,S,Station 2,1,1
13,2,34.830725,32.506941,S,Station 3,1,1
14,2,34.734484,32.624570,S,Station 4,1,1
15,2,34.785717,32.552525,S,Station 5,1,1
16,2,34.789275,32.623150,S,Station 6,1,1
17,2,34.796099,32.515884,S,Station 7,1,1
18,2,34.756690,32.624998,S,Station 8,1,1
19,2,34.847179,32.596457,B,Bridge 3,0,0
20,2,34.763009,32.632383,B,Bridge 4,0,0
21,3,34.698356,32.667136,S,Station 1,1,1
22,3,34.727436,32.760271,S,Station 2,1,1
23,3,34.820712,32.753288,S,Station 3,1,1
24,3,34.743242,32.659970,S,Station 4,1,1
25,3,34.813574,32.730560,S,Station 5,1,1
26,3,34.779929,32.767252,S,Station 6,1,1
27,3,34.847179,32.668309,B,Bridge 5,0,0
28,3,34.805094,32.776088,B,Bridge 6,0,0
29,4,34.767394,32.869651,S,Station 1,1,1
30,4,34.727325,32.898344,S,Station 2,1,1
31,4,34.812907,32.788975,S,Station 3,1,1
32,4,34.737792,32.800193,S,Station 4,1,1
33,4,34.835701,32.804171,S,Station 5,1,1
34,4,34.772082,32.896404,S,Station 6,1,1
35,4,34.714081,32.836597,S,Station 7,1,1
36,4,34.788751,32.878342,S,Station 8,1,1
37,4,34.847179,32.847940,B,Bridge 7,0,0
38,4,34.763009,32.919793,B,Bridge 8,0,0
39,5,34.716517,32.969434,S,Station 1,1,1
40,5,34.768496,33.048454,S,Station 2,1,1
41,5,34.727476,32.940998,S,Station 3,1,1
42,5,34.753096,33.021204,S,Station 4,1,1
43,5,34.827486,32.996619,S,Station 5,1,1
44,5,34.737284,32.967578,S,Station 6,1,1
45,5,34.847179,32.991646,B,Bridge 9,0,0
46,5,34.805094,33.063498,B,Bridge 10,0,0
47,6,34.796303,33.109525,S,Station 1,1,1
48,6,34.734115,33.123503,S,Station 2,1,1
49,6,34.829727,33.158284,S,Station 3,1,1
50,6,34.732852,33.141550,S,Station 4,1,1
51,6,34.752387,33.145695,S,Station 5,1,1
52,6,34.758947,33.187237,S,Station 6,1,1
53,6,34.847179,33.171277,B,Bridge 11,0,0
54,6,34.763009,33.207203,B,Bridge 12,0,0
55,7,34.782670,33.239535,S,Station 1,1,1
56,7,34.815784,33.273425,S,Station 2,1,1
57,7,34.831193,33.329680,S,Station 3,1,1
58,7,34.780077,33.307415,S,Station 4,1,1
59,7,34.763733,33.321809,S,Station 5,1,1
60,7,34.769465,33.268162,S,Station 6,1,1
61,7,34.792632,33.325193,S,Station 7,1,1
62,7,34.790150,33.266680,S,Station 8,1,1
63,7,34.847179,33.314982,B,Bridge 13,0,0
64,7,34.763009,33.350908,B,Bridge 14,0,0
65,8,34.835841,33.427174,S,Station 1,1,1
66,8,34.832291,33.363300,S,Station 2,1,1
67,8,34.805096,33.379274,S,Station 3,1,1
68,8,34.829895,33.383744,S,Station 4,1,1
69,8,34.772999,33.363405,S,Station 5,1,1
70,8,34.756462,33.376800,S,Station 6,1,1
71,8,34.847179,33.458687,B,Bridge 15,0,0
72,8,34.830345,33.494613,B,Bridge 16,0,0
73,9,34.828851,33.510725,S,Station 1,1,1
74,10,34.876827,32.480650,S,Station 1,1,1
75,10,34.891073,32.470680,S,Station 2,1,1
76,10,34.935055,32.442215,S,Station 3,1,1
77,10,34.883455,32.421731,S,Station 4,1,1
78,10,34.918119,32.406027,S,Station 5,1,1
79,10,34.867576,32.410331,S,Station 6,1,1
80,10,35.015518,32.452752,B,Bridge 17,0,0
81,10,34.931348,32.488678,B,Bridge 18,0,0
82,11,34.884455,32.530585,S,Station 1,1,1
83,11,34.873370,32.625142,S,Station 2,1,1
84,11,34.928155,32.527239,S,Station 3,1,1
85,11,34.947166,32.522314,S,Station 4,1,1
86,11,34.994242,32.567266,S,Station 5,1,1
87,11,34.930936,32.508617,S,Station 6,1,1
88,11,34.894582,32.602123,S,Station 7,1,1
89,11,35.015518,32.596457,B,Bridge 19,0,0
90,11,34.931348,32.632383,B,Bridge 20,0,0
